Review_ID,Product_ID,Review_Text,Star_Rating,Cleaned_Review,Predicted_Sentiment,Confidence_Score
911,PROD_780," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",3,"really good product, will definitely recommend to friends",POSITIVE,0.9999
912,PROD_833,"   Outstanding quality, arrived on time and works perfectly   ",3,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
913,PROD_363,"Its fine i guess, works as expected nothing more",2,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
914,PROD_426,"Decent product, shipping was slow though",3,"decent product, shipping was slow though",NEGATIVE,0.988
915,PROD_648,"Not recommended at all, save your money for something better<p>",1,"not recommended at all, save your money for something better",NEGATIVE,0.9997
916,PROD_843,   This product is absolutely amazing! Loved every bit of it 😍   ,5,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
917,PROD_300,"Okay product, will see how long it lasts",1,"okay product, will see how long it lasts",POSITIVE,0.8317
918,PROD_293,"Pretty average, does what it says in the description",1,"pretty average, does what it says in the description",NEGATIVE,0.9126
919,PROD_483,Waste of money!! stopped working after one week</p>,4,waste of money!! stopped working after one week,NEGATIVE,0.9998
920,PROD_174," &nbsp; Works perfectly fine, very happy with this purchase &amp; &nbsp; ",3,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
921,PROD_287,Arrived broken and customer support was useless 😤</p>,5,arrived broken and customer support was useless,NEGATIVE,0.9998
922,PROD_389,"Average quality for the price, expected a bit more",5,"average quality for the price, expected a bit more",NEGATIVE,0.9857
923,PROD_222,"Its fine i guess, works as expected nothing more",2,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
924,PROD_261,<br>Best product in this price range hands down 👍👍<br>,2,best product in this price range hands down,NEGATIVE,0.6948
925,PROD_287, &nbsp; Packaging was great and product works flawlessly &nbsp; ,2,packaging was great and product works flawlessly,POSITIVE,0.9999
926,PROD_283,"   Really good product, will definitely recommend to friends   ",4,"really good product, will definitely recommend to friends",POSITIVE,0.9999
927,PROD_550,"Okay product, will see how long it lasts",3,"okay product, will see how long it lasts",POSITIVE,0.8317
928,PROD_664,"<br>Totally worth the price, very satisfied customer here<br>",1,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
929,PROD_536,Terrible!! arrived late and was completely broken</p>,5,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
930,PROD_886,"Not recommended at all, save your money for something better<p>",1,"not recommended at all, save your money for something better",NEGATIVE,0.9997
931,PROD_436,Terrible product!! broke after 2 days of use 😡&amp;,2,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
932,PROD_665,<b>Worst purchase ever</b> do not buy this garbage  ,4,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
933,PROD_113,"Very disappointed, product looks nothing like the pictures</p>",2,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
934,PROD_152,Waste of money!! stopped working after one week  ,4,waste of money!! stopped working after one week,NEGATIVE,0.9998
935,PROD_875,"<br>Works perfectly fine, very happy with this purchase &amp;<br>",2,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
936,PROD_389,<br>Super fast delivery and product quality is top notch!!<br>,2,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
937,PROD_738,"Okay product, will see how long it lasts",3,"okay product, will see how long it lasts",POSITIVE,0.8317
938,PROD_690,   Amazing value for money. Really impressed with the build quality   ,1,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
939,PROD_960, &nbsp; Best product in this price range hands down 👍👍 &nbsp; ,2,best product in this price range hands down,NEGATIVE,0.6948
940,PROD_393,"Very bad quality, plastic feels cheap will break easily</p>",1,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
941,PROD_875," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",1,"really good product, will definitely recommend to friends",POSITIVE,0.9999
942,PROD_988,"  
  Outstanding quality, arrived on time and works perfectly  
  ",5,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
943,PROD_732,"Its fine i guess, works as expected nothing more",1,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
944,PROD_773,   Love the design and it works exactly as described   ,4,love the design and it works exactly as described,POSITIVE,0.9999
945,PROD_918,"Not recommended at all, save your money for something better</p>",5,"not recommended at all, save your money for something better",NEGATIVE,0.9997
946,PROD_723, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,4,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
947,PROD_797,<b>Worst purchase ever</b> do not buy this garbage<p>,2,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
948,PROD_828,"Very disappointed, product looks nothing like the pictures  ",2,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
949,PROD_334,   5 stars!! best purchase i made this year   ,5,5 stars!! best purchase i made this year,POSITIVE,0.9995
950,PROD_975,"  
  Works perfectly fine, very happy with this purchase &amp;  
  ",3,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
951,PROD_530,"Product is okay, nothing special but does the job",1,"product is okay, nothing special but does the job",POSITIVE,0.9979
952,PROD_951,"   I love this so much, exceeded my expectations completely   ",3,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
953,PROD_909,"Horrible experience, packaging was damaged and product broken<p>",1,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
954,PROD_970,"  
  Best product in this price range hands down 👍👍  
  ",4,best product in this price range hands down,NEGATIVE,0.6948
955,PROD_454,"Not bad not great, somewhere in the middle i think",2,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
956,PROD_335,"Disappointed with the product, not as described at all&amp;",1,"disappointed with the product, not as described at all",NEGATIVE,0.9998
957,PROD_112,"   Outstanding quality, arrived on time and works perfectly   ",2,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
958,PROD_130,"Worst product i have ever bought, avoid at all costs  ",2,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
959,PROD_265,   Love the design and it works exactly as described   ,3,love the design and it works exactly as described,POSITIVE,0.9999
960,PROD_199,"Not recommended at all, save your money for something better</p>",5,"not recommended at all, save your money for something better",NEGATIVE,0.9997
961,PROD_261,Terrible product!! broke after 2 days of use 😡<p>,1,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
962,PROD_903,"<br>Great quality, fast shipping. Will buy again!!<br>",2,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
963,PROD_248,"Very disappointed, product looks nothing like the pictures</p>",4,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
964,PROD_164,Waste of money!! stopped working after one week</p>,4,waste of money!! stopped working after one week,NEGATIVE,0.9998
965,PROD_326,"<br>Works perfectly fine, very happy with this purchase &amp;<br>",5,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
966,PROD_153, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,2,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
967,PROD_152,"Complete scam, returned it immediately. 0 stars&amp;",2,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
968,PROD_201,   Amazing value for money. Really impressed with the build quality   ,2,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
969,PROD_497,"  
  Best product in this price range hands down 👍👍  
  ",2,best product in this price range hands down,NEGATIVE,0.6948
970,PROD_210,<br>Packaging was great and product works flawlessly<br>,1,packaging was great and product works flawlessly,POSITIVE,0.9999
971,PROD_983,"Product is okay, nothing special but does the job",5,"product is okay, nothing special but does the job",POSITIVE,0.9979
972,PROD_477,"  
  Outstanding quality, arrived on time and works perfectly  
  ",4,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
973,PROD_951,"   Totally worth the price, very satisfied customer here   ",4,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
974,PROD_203,   Love the design and it works exactly as described   ,4,love the design and it works exactly as described,POSITIVE,0.9999
975,PROD_894,"Not bad not great, somewhere in the middle i think",5,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
976,PROD_833,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,1,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
977,PROD_490," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",5,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
978,PROD_618,<br><p>Excellent product</p> highly recommended to everyone<br>,4,excellent product highly recommended to everyone,POSITIVE,0.9998
979,PROD_627,Waste of money!! stopped working after one week  ,3,waste of money!! stopped working after one week,NEGATIVE,0.9998
980,PROD_746,"Poor quality, feels very cheap. Not worth it at all<p>",4,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
981,PROD_556,"Product is okay, nothing special but does the job",3,"product is okay, nothing special but does the job",POSITIVE,0.9979
982,PROD_828,"Average quality for the price, expected a bit more",5,"average quality for the price, expected a bit more",NEGATIVE,0.9857
983,PROD_715,"  
  Amazing value for money. Really impressed with the build quality  
  ",3,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
984,PROD_709,Do not buy this!! total waste of time and money<p>,2,do not buy this!! total waste of time and money,NEGATIVE,0.9998
985,PROD_223,<br>Packaging was great and product works flawlessly<br>,4,packaging was great and product works flawlessly,POSITIVE,0.9999
986,PROD_203," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",1,"really good product, will definitely recommend to friends",POSITIVE,0.9999
987,PROD_707,"  
  Outstanding quality, arrived on time and works perfectly  
  ",4,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
988,PROD_899,"Worst product i have ever bought, avoid at all costs&amp;",4,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
989,PROD_670,Terrible!! arrived late and was completely broken<p>,2,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
990,PROD_540, &nbsp; 10/10 would buy again. customer service was also helpful &nbsp; ,2,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
991,PROD_606,"Product is okay, nothing special but does the job",5,"product is okay, nothing special but does the job",POSITIVE,0.9979
992,PROD_792,"   Great quality, fast shipping. Will buy again!!   ",4,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
993,PROD_590,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",1,excellent product highly recommended to everyone,POSITIVE,0.9998
994,PROD_201,"  
  5 stars!! best purchase i made this year  
  ",4,5 stars!! best purchase i made this year,POSITIVE,0.9995
995,PROD_588,"Poor quality, feels very cheap. Not worth it at all&amp;",2,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
996,PROD_104,Arrived broken and customer support was useless 😤</p>,4,arrived broken and customer support was useless,NEGATIVE,0.9998
997,PROD_347,"Complete scam, returned it immediately. 0 stars&amp;",1,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
998,PROD_837,"Pretty average, does what it says in the description",5,"pretty average, does what it says in the description",NEGATIVE,0.9126
999,PROD_657,"Neither good nor bad, just an okay product overall",5,"neither good nor bad, just an okay product overall",NEGATIVE,0.9634
1000,PROD_697,"Very bad quality, plastic feels cheap will break easily</p>",2,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
